ToxPrint_ID,ToxPrint_chemotype_name (original),Level 1,Level 2,Level 3,Level 4,Level 5,Level 2 full,Level 3 full,Level 4 full,Level 5 full
237,bond:P=O_phosphate_dithio,bond,P=O,phosphate,dithio,,bond:P=O,bond:P=O_phosphate,bond:P=O_phosphate_dithio,bond:P=O_phosphate_dithio
238,bond:P=O_phosphate_thio,bond,P=O,phosphate,thio,,bond:P=O,bond:P=O_phosphate,bond:P=O_phosphate_thio,bond:P=O_phosphate_thio
239,bond:P=O_phosphate_thioate,bond,P=O,phosphate,thioate,,bond:P=O,bond:P=O_phosphate,bond:P=O_phosphate_thioate,bond:P=O_phosphate_thioate
240,bond:P=O_phosphate_trithio_phosphorothioate,bond,P=O,phosphate,trithio_phosphorothioate,,bond:P=O,bond:P=O_phosphate,bond:P=O_phosphate_trithio_phosphorothioate,bond:P=O_phosphate_trithio_phosphorothioate
241,bond:P=O_phosphate,bond,P=O,phosphate,,,bond:P=O,bond:P=O_phosphate,bond:P=O_phosphate,bond:P=O_phosphate
242,bond:P=O_phosphonate_acid,bond,P=O,phosphonate,acid,,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate_acid,bond:P=O_phosphonate_acid
243,bond:P=O_phosphonate_aliphatic_ester,bond,P=O,phosphonate,aliphatic_ester,,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate_aliphatic_ester,bond:P=O_phosphonate_aliphatic_ester
244,bond:P=O_phosphonate_alkyl_ester,bond,P=O,phosphonate,alkyl_ester,,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate_alkyl_ester,bond:P=O_phosphonate_alkyl_ester
245,bond:P=O_phosphonate_cyano,bond,P=O,phosphonate,cyano,,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate_cyano,bond:P=O_phosphonate_cyano
246,bond:P=O_phosphonate_ester,bond,P=O,phosphonate,ester,,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate_ester,bond:P=O_phosphonate_ester
247,bond:P=O_phosphonate_thio_ dimethyl_methylphosphonothionate,bond,P=O,phosphonate,thio,dimethyl_methylphosphonothionate,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate_thio,bond:P=O_phosphonate_thio_dimethyl_methylphosphonothionate
248,bond:P=O_phosphonate_thio_acid,bond,P=O,phosphonate,thio,acid,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate_thio,bond:P=O_phosphonate_thio_acid
249,bond:P=O_phosphonate_thio_O_S-dimethyl_methylphosphonothioate,bond,P=O,phosphonate,thio,O_S-dimethyl_methylphosphonothioate,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate_thio,bond:P=O_phosphonate_thio_O_S-dimethyl_methylphosphonothioate
250,bond:P=O_phosphonate_thio_phosphonotrithioate,bond,P=O,phosphonate,thio,phosphonotrithioate,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate_thio,bond:P=O_phosphonate_thio_phosphonotrithioate
251,bond:P=O_phosphonate,bond,P=O,phosphonate,,,bond:P=O,bond:P=O_phosphonate,bond:P=O_phosphonate,bond:P=O_phosphonate
252,bond:P=O_phosphorus_oxo,bond,P=O,phosphorus_oxo,,,bond:P=O,bond:P=O_phosphorus_oxo,bond:P=O_phosphorus_oxo,bond:P=O_phosphorus_oxo
253,bond:PC_phosphine_organo_generic,bond,PC,phosphine_organo_generic,,,bond:PC,bond:PC_phosphine_organo_generic,bond:PC_phosphine_organo_generic,bond:PC_phosphine_organo_generic
254,bond:PC_phosphorus_organo_generic,bond,PC,phosphorus_organo_generic,,,bond:PC,bond:PC_phosphorus_organo_generic,bond:PC_phosphorus_organo_generic,bond:PC_phosphorus_organo_generic
255,bond:PO_phosphine_oxy,bond,PO,phosphine,oxy,,bond:PO,bond:PO_phosphine,bond:PO_phosphine_oxy,bond:PO_phosphine_oxy
256,bond:PO_phosphine_oxy_generic,bond,PO,phosphine,oxy_generic,,bond:PO,bond:PO_phosphine,bond:PO_phosphine_oxy_generic,bond:PO_phosphine_oxy_generic
257,bond:PO_phosphite_generic,bond,PO,phosphite,generic,,bond:PO,bond:PO_phosphite,bond:PO_phosphite_generic,bond:PO_phosphite_generic
258,bond:PO_phosphite,bond,PO,phosphite,,,bond:PO,bond:PO_phosphite,bond:PO_phosphite,bond:PO_phosphite
259,bond:P~N_generic,bond,P~N_generic,,,,bond:P~N_generic,bond:P~N_generic,bond:P~N_generic,bond:P~N_generic
260,bond:P~S_generic,bond,P~S_generic,,,,bond:P~S_generic,bond:P~S_generic,bond:P~S_generic,bond:P~S_generic
261,bond:QQ(Q~O_S)_sulfhydride,bond,QQ(Q~O_S),sulfhydride,,,bond:QQ(Q~O_S),bond:QQ(Q~O_S)_sulfhydride,bond:QQ(Q~O_S)_sulfhydride,bond:QQ(Q~O_S)_sulfhydride
262,bond:QQ(Q~O_S)_sulfide_di-,bond,QQ(Q~O_S),sulfide_di-,,,bond:QQ(Q~O_S),bond:QQ(Q~O_S)_sulfide_di-,bond:QQ(Q~O_S)_sulfide_di-,bond:QQ(Q~O_S)_sulfide_di-
263,bond:QQ(Q~O_S)_sulfur_oxide,bond,QQ(Q~O_S),sulfur_oxide,,,bond:QQ(Q~O_S),bond:QQ(Q~O_S)_sulfur_oxide,bond:QQ(Q~O_S)_sulfur_oxide,bond:QQ(Q~O_S)_sulfur_oxide
264,bond:quatN_alkyl_acyclic,bond,quatN,alkyl_acyclic,,,bond:quatN,bond:quatN_alkyl_acyclic,bond:quatN_alkyl_acyclic,bond:quatN_alkyl_acyclic
265,bond:quatN_ammonium_inorganic,bond,quatN,ammonium_inorganic,,,bond:quatN,bond:quatN_ammonium_inorganic,bond:quatN_ammonium_inorganic,bond:quatN_ammonium_inorganic
266,bond:quatN_b-carbonyl,bond,quatN,b-carbonyl,,,bond:quatN,bond:quatN_b-carbonyl,bond:quatN_b-carbonyl,bond:quatN_b-carbonyl
267,bond:quatN_generic,bond,quatN,generic,,,bond:quatN,bond:quatN_generic,bond:quatN_generic,bond:quatN_generic
268,bond:quatN_trimethyl_alkyl_acyclic,bond,quatN,trimethyl_alkyl_acyclic,,,bond:quatN,bond:quatN_trimethyl_alkyl_acyclic,bond:quatN_trimethyl_alkyl_acyclic,bond:quatN_trimethyl_alkyl_acyclic
269,bond:quatP_phosphonium,bond,quatP_phosphonium,,,,bond:quatP_phosphonium,bond:quatP_phosphonium,bond:quatP_phosphonium,bond:quatP_phosphonium
270,bond:quatS,bond,quatS,,,,bond:quatS,bond:quatS,bond:quatS,bond:quatS
271,bond:S(=O)N_sulfonamide_ab-acetylenic,bond,S(=O)N,sulfonamide,ab-acetylenic,,bond:S(=O)N,bond:S(=O)N_sulfonamide,bond:S(=O)N_sulfonamide_ab-acetylenic,bond:S(=O)N_sulfonamide_ab-acetylenic
272,bond:S(=O)N_sulfonamide_ab-unsaturated,bond,S(=O)N,sulfonamide,ab-unsaturated,,bond:S(=O)N,bond:S(=O)N_sulfonamide,bond:S(=O)N_sulfonamide_ab-unsaturated,bond:S(=O)N_sulfonamide_ab-unsaturated
273,bond:S(=O)N_sulfonamide,bond,S(=O)N,sulfonamide,,,bond:S(=O)N,bond:S(=O)N_sulfonamide,bond:S(=O)N_sulfonamide,bond:S(=O)N_sulfonamide
274,bond:S(=O)N_sulfonylamide,bond,S(=O)N,sulfonylamide,sulfonylamide,,bond:S(=O)N,bond:S(=O)N_sulfonylamide,bond:S(=O)N_sulfonylamide_sulfonylamide,bond:S(=O)N_sulfonylamide
275,bond:S(=O)O_sulfonate,bond,S(=O)O,sulfonate,sulfonate,,bond:S(=O)O,bond:S(=O)O_sulfonate,bond:S(=O)O_sulfonate_sulfonate,bond:S(=O)O_sulfonate
276,bond:S(=O)O_sulfonicAcid_acyclic_(chain),bond,S(=O)O,sulfonicAcid,acyclic_(chain),,bond:S(=O)O,bond:S(=O)O_sulfonicAcid,bond:S(=O)O_sulfonicAcid_acyclic_(chain),bond:S(=O)O_sulfonicAcid_acyclic_(chain)
277,bond:S(=O)O_sulfonicAcid_anion,bond,S(=O)O,sulfonicAcid,anion,,bond:S(=O)O,bond:S(=O)O_sulfonicAcid,bond:S(=O)O_sulfonicAcid_anion,bond:S(=O)O_sulfonicAcid_anion
278,bond:S(=O)O_sulfonicAcid_cyclic_(ring),bond,S(=O)O,sulfonicAcid,cyclic_(ring),,bond:S(=O)O,bond:S(=O)O_sulfonicAcid,bond:S(=O)O_sulfonicAcid_cyclic_(ring),bond:S(=O)O_sulfonicAcid_cyclic_(ring)
279,bond:S(=O)O_sulfonicAcid_generic,bond,S(=O)O,sulfonicAcid,generic,,bond:S(=O)O,bond:S(=O)O_sulfonicAcid,bond:S(=O)O_sulfonicAcid_generic,bond:S(=O)O_sulfonicAcid_generic
280,bond:S(=O)O_sulfonicEster_acyclic_(S-C(ring)),bond,S(=O)O,sulfonicEster,acyclic_(S-C(ring)),,bond:S(=O)O,bond:S(=O)O_sulfonicEster,bond:S(=O)O_sulfonicEster_acyclic_(S-C(ring)),bond:S(=O)O_sulfonicEster_acyclic_(S-C(ring))
281,bond:S(=O)O_sulfonicEster_acyclic_S-C_(chain),bond,S(=O)O,sulfonicEster,acyclic_S-C_(chain),,bond:S(=O)O,bond:S(=O)O_sulfonicEster,bond:S(=O)O_sulfonicEster_acyclic_S-C_(chain),bond:S(=O)O_sulfonicEster_acyclic_S-C_(chain)
282,bond:S(=O)O_sulfonicEster_aliphatic_(S-C),bond,S(=O)O,sulfonicEster,aliphatic_(S-C),,bond:S(=O)O,bond:S(=O)O_sulfonicEster,bond:S(=O)O_sulfonicEster_aliphatic_(S-C),bond:S(=O)O_sulfonicEster_aliphatic_(S-C)
283,bond:S(=O)O_sulfonicEster_alkyl_O-C_(H=0),bond,S(=O)O,sulfonicEster,alkyl,O-C_(H=0),bond:S(=O)O,bond:S(=O)O_sulfonicEster,bond:S(=O)O_sulfonicEster_alkyl,bond:S(=O)O_sulfonicEster_alkyl_O-C_(H=0)
284,bond:S(=O)O_sulfonicEster_alkyl_S-C,bond,S(=O)O,sulfonicEster,alkyl,S-C,bond:S(=O)O,bond:S(=O)O_sulfonicEster,bond:S(=O)O_sulfonicEster_alkyl,bond:S(=O)O_sulfonicEster_alkyl_S-C
285,bond:S(=O)O_sulfonicEster_cyclic_S-(any_in_ring),bond,S(=O)O,sulfonicEster,cyclic_S-(any_in_ring),,bond:S(=O)O,bond:S(=O)O_sulfonicEster,bond:S(=O)O_sulfonicEster_cyclic_S-(any_in_ring),bond:S(=O)O_sulfonicEster_cyclic_S-(any_in_ring)
286,bond:S(=O)O_sulfonyl_triflate,bond,S(=O)O,sulfonyl,triflate,,bond:S(=O)O,bond:S(=O)O_sulfonyl,bond:S(=O)O_sulfonyl_triflate,bond:S(=O)O_sulfonyl_triflate
287,bond:S(=O)O_sulfuricAcid_generic,bond,S(=O)O,sulfuricAcid,generic,,bond:S(=O)O,bond:S(=O)O_sulfuricAcid,bond:S(=O)O_sulfuricAcidr_generic,bond:S(=O)O_sulfuricAcid_generic
288,bond:S(=O)X_sulfonylhalide_fluoride,bond,S(=O)X,sulfonylhalide,fluoride,,bond:S(=O)X,bond:S(=O)X_sulfonylhalide,bond:S(=O)X_sulfonylhalide_fluoride,bond:S(=O)X_sulfonylhalide_fluoride
289,bond:S(=O)X_sulfonylhalide,bond,S(=O)X,sulfonylhalide,,,bond:S(=O)X,bond:S(=O)X_sulfonylhalide,bond:S(=O)X_sulfonylhalide,bond:S(=O)X_sulfonylhalide
290,bond:S=O_sulfonyl_a_b-acetylenic,bond,S=O,sulfonyl,a_b-acetylenic,,bond:S=O,bond:S=O_sulfonyl,bond:S=O_sulfonyl_a_b-acetylenic,bond:S=O_sulfonyl_a_b-acetylenic
291,bond:S=O_sulfonyl_a_b-unsaturated,bond,S=O,sulfonyl,a_b-unsaturated,,bond:S=O,bond:S=O_sulfonyl,bond:S=O_sulfonyl_a_b-unsaturated,bond:S=O_sulfonyl_a_b-unsaturated
292,bond:S=O_sulfonyl_cyanide,bond,S=O,sulfonyl,cyanide,,bond:S=O,bond:S=O_sulfonyl,bond:S=O_sulfonyl_cyanide,bond:S=O_sulfonyl_cyanide
293,bond:S=O_sulfonyl_generic,bond,S=O,sulfonyl,generic,,bond:S=O,bond:S=O_sulfonyl,bond:S=O_sulfonyl_generic,bond:S=O_sulfonyl_generic
294,bond:S=O_sulfonyl_S_(connect_Z=2),bond,S=O,sulfonyl,S_(connect_Z=2),,bond:S=O,bond:S=O_sulfonyl,bond:S=O_sulfonyl_S_(connect_Z=2),bond:S=O_sulfonyl_S_(connect_Z=2)
295,bond:S=O_sulfoxide,bond,S=O,sulfoxide,,,bond:S=O,bond:S=O_sulfoxide,bond:S=O_sulfoxide,bond:S=O_sulfoxide
296,bond:S~N_generic,bond,S~N_generic,,,,bond:S~N_generic,bond:S~N_generic,bond:S~N_generic,bond:S~N_generic
297,bond:Se~Q_selenium_oxo,bond,Se~Q,selenium,oxo,,bond:Se~Q,bond:Se~Q_selenium,bond:Se~Q_selenium_oxo,bond:Se~Q_selenium_oxo
298,bond:Se~Q_selenium_thio,bond,Se~Q,selenium,thio,,bond:Se~Q,bond:Se~Q_selenium,bond:Se~Q_selenium_thio,bond:Se~Q_selenium_thio
299,bond:Se~Q_selenium_thioxo,bond,Se~Q,selenium,thioxo,,bond:Se~Q,bond:Se~Q_selenium,bond:Se~Q_selenium_thioxo,bond:Se~Q_selenium_thioxo
300,bond:Se~Q_selenocarbon,bond,Se~Q,selenocarbon,,,bond:Se~Q,bond:Se~Q_selenocarbon,bond:Se~Q_selenocarbon,bond:Se~Q_selenocarbon
301,bond:Se~Q_selenohalide,bond,Se~Q,selenohalide,,,bond:Se~Q,bond:Se~Q_selenohalide,bond:Se~Q_selenohalide,bond:Se~Q_selenohalide
302,bond:X[any]_halide,bond,X[any]_halide,,,,bond:X[any]_halide,bond:X[any]_halide,bond:X[any]_halide,bond:X[any]_halide
303,bond:X[any_!C]_halide_inorganic,bond,X[any_!C]_halide_inorganic,,,,bond:X[any_!C]_halide_inorganic,bond:X[any_!C]_halide_inorganic,bond:X[any_!C]_halide_inorganic,bond:X[any_!C]_halide_inorganic
304,bond:X~Z_halide-[N_P]_heteroatom,bond,X~Z,halide-[N_P]_heteroatom,,,bond:X~Z,bond:X~Z_halide-[N_P]_heteroatom,bond:X~Z_halide-[N_P]_heteroatom,bond:X~Z_halide-[N_P]_heteroatom
305,bond:X~Z_halide-[N_P]_heteroatom_N,bond,X~Z,halide-[N_P]_heteroatom,N,,bond:X~Z,bond:X~Z_halide-[N_P]_heteroatom,bond:X~Z_halide-[N_P]_heteroatom_N,bond:X~Z_halide-[N_P]_heteroatom_N
306,bond:X~Z_halide-[N_P]_heteroatom_N_generic,bond,X~Z,halide-[N_P]_heteroatom,N,generic,bond:X~Z,bond:X~Z_halide-[N_P]_heteroatom,bond:X~Z_halide-[N_P]_heteroatom_N,bond:X~Z_halide-[N_P]_heteroatom_N_generic
307,bond:X~Z_halide-[O_S]_heteroatom,bond,X~Z,halide-[O_S]_heteroatom,,,bond:X~Z,bond:X~Z_halide-[O_S]_heteroatom,bond:X~Z_halide-[O_S]_heteroatom,bond:X~Z_halide-[O_S]_heteroatom
308,bond:X~Z_halide_oxo,bond,X~Z,halide_oxo,,,bond:X~Z,bond:X~Z_halide_oxo,bond:X~Z_halide_oxo,bond:X~Z_halide_oxo
309,bond:metal_group_I_II_Ca_oxy_oxo,bond,metal,group_I_II,Ca_oxy_oxo,,bond:metal,bond:metal_group_I_II,bond:metal_group_I_II_Ca_oxy_oxo,bond:metal_group_I_II_Ca_oxy_oxo
310,bond:metal_group_I_II_oxo,bond,metal,group_I_II,oxo,,bond:metal,bond:metal_group_I_II,bond:metal_group_I_II_oxo,bond:metal_group_I_II_oxo
311,bond:metal_group_I_II_oxy,bond,metal,group_I_II,oxy,,bond:metal,bond:metal_group_I_II,bond:metal_group_I_II_oxy,bond:metal_group_I_II_oxy
312,bond:metal_group_III_other_Al_generic,bond,metal,group_III_other,Al,generic,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Al,bond:metal_group_III_other_Al_generic
313,bond:metal_group_III_other_Al_halide,bond,metal,group_III_other,Al,halide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Al,bond:metal_group_III_other_Al_halide
314,bond:metal_group_III_other_Al_organo,bond,metal,group_III_other,Al,organo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Al,bond:metal_group_III_other_Al_organo
315,bond:metal_group_III_other_Al_oxo,bond,metal,group_III_other,Al,oxo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Al,bond:metal_group_III_other_Al_oxo
316,bond:metal_group_III_other_Al_oxy,bond,metal,group_III_other,Al,oxy,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Al,bond:metal_group_III_other_Al_oxy
317,bond:metal_group_III_other_Bi_generic,bond,metal,group_III_other,Bi,generic,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Bi,bond:metal_group_III_other_Bi_generic
318,bond:metal_group_III_other_Bi_halide,bond,metal,group_III_other,Bi,halide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Bi,bond:metal_group_III_other_Bi_halide
319,bond:metal_group_III_other_Bi_organo,bond,metal,group_III_other,Bi,organo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Bi,bond:metal_group_III_other_Bi_organo
320,bond:metal_group_III_other_Bi_oxo,bond,metal,group_III_other,Bi,oxo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Bi,bond:metal_group_III_other_Bi_oxo
321,bond:metal_group_III_other_Bi_oxy,bond,metal,group_III_other,Bi,oxy,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Bi,bond:metal_group_III_other_Bi_oxy
322,bond:metal_group_III_other_Bi_sulfide,bond,metal,group_III_other,Bi,sulfide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Bi,bond:metal_group_III_other_Bi_sulfide
323,bond:metal_group_III_other_Bi_sulfide(II),bond,metal,group_III_other,Bi,sulfide(II),bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Bi,bond:metal_group_III_other_Bi_sulfide(II)
324,bond:metal_group_III_other_generic,bond,metal,group_III_other,generic,,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_generic,bond:metal_group_III_other_generic
325,bond:metal_group_III_other_generic_oxo,bond,metal,group_III_other,generic,oxo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_generic,bond:metal_group_III_other_generic_oxo
326,bond:metal_group_III_other_generic_oxy,bond,metal,group_III_other,generic,oxy,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_generic,bond:metal_group_III_other_generic_oxy
327,bond:metal_group_III_other_In_generic,bond,metal,group_III_other,In,generic,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_In,bond:metal_group_III_other_In_generic
328,bond:metal_group_III_other_In_halide,bond,metal,group_III_other,In,halide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_In,bond:metal_group_III_other_In_halide
329,bond:metal_group_III_other_In_oxy,bond,metal,group_III_other,In,oxy,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_In,bond:metal_group_III_other_In_oxy
330,bond:metal_group_III_other_In_phosphide_arsenide,bond,metal,group_III_other,In,phosphide_arsenide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_In,bond:metal_group_III_other_In_phosphide_arsenide
331,bond:metal_group_III_other_Pb_generic,bond,metal,group_III_other,Pb,generic,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Pb,bond:metal_group_III_other_Pb_generic
332,bond:metal_group_III_other_Pb_halide,bond,metal,group_III_other,Pb,halide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Pb,bond:metal_group_III_other_Pb_halide
333,bond:metal_group_III_other_Pb_organo,bond,metal,group_III_other,Pb,organo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Pb,bond:metal_group_III_other_Pb_organo
334,bond:metal_group_III_other_Pb_oxo,bond,metal,group_III_other,Pb,oxo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Pb,bond:metal_group_III_other_Pb_oxo
335,bond:metal_group_III_other_Pb_oxy,bond,metal,group_III_other,Pb,oxy,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Pb,bond:metal_group_III_other_Pb_oxy
336,bond:metal_group_III_other_Pb_sulfide,bond,metal,group_III_other,Pb,sulfide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Pb,bond:metal_group_III_other_Pb_sulfide
337,bond:metal_group_III_other_Pb_sulfide(II),bond,metal,group_III_other,Pb,sulfide(II),bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Pb,bond:metal_group_III_other_Pb_sulfide(II)
338,bond:metal_group_III_other_Sn_generic,bond,metal,group_III_other,Sn,generic,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Sn,bond:metal_group_III_other_Sn_generic
339,bond:metal_group_III_other_Sn_halide,bond,metal,group_III_other,Sn,halide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Sn,bond:metal_group_III_other_Sn_halide
340,bond:metal_group_III_other_Sn_organo,bond,metal,group_III_other,Sn,organo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Sn,bond:metal_group_III_other_Sn_organo
341,bond:metal_group_III_other_Sn_oxo,bond,metal,group_III_other,Sn,oxo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Sn,bond:metal_group_III_other_Sn_oxo
342,bond:metal_group_III_other_Sn_oxy,bond,metal,group_III_other,Sn,oxy,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Sn,bond:metal_group_III_other_Sn_oxy
343,bond:metal_group_III_other_Sn_sulfide,bond,metal,group_III_other,Sn,sulfide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Sn,bond:metal_group_III_other_Sn_sulfide
344,bond:metal_group_III_other_Sn_sulfide(II),bond,metal,group_III_other,Sn,sulfide(II),bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Sn,bond:metal_group_III_other_Sn_sulfide(II)
345,bond:metal_group_III_other_Th_generic,bond,metal,group_III_other,Th,generic,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Th,bond:metal_group_III_other_Th_generic
346,bond:metal_group_III_other_Th_halide,bond,metal,group_III_other,Th,halide,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Th,bond:metal_group_III_other_Th_halide
347,bond:metal_group_III_other_Th_oxo,bond,metal,group_III_other,Th,oxo,bond:metal,bond:metal_group_III_other,bond:metal_group_III_other_Th,bond:metal_group_III_other_Th_oxo
348,bond:metal_metalloid_alkylSiloxane,bond,metal,metalloid,,alkylSiloxane,bond:metal,bond:metal_metalloid,bond:metal_metalloid,bond:metal_metalloid_alkylSiloxane
349,bond:metal_metalloid_As_generic,bond,metal,metalloid,As,generic,bond:metal,bond:metal_metalloid,bond:metal_metalloid_As,bond:metal_metalloid_As_generic
350,bond:metal_metalloid_As_halide,bond,metal,metalloid,As,halide,bond:metal,bond:metal_metalloid,bond:metal_metalloid_As,bond:metal_metalloid_As_halide
351,bond:metal_metalloid_As_organo,bond,metal,metalloid,As,organo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_As,bond:metal_metalloid_As_organo
352,bond:metal_metalloid_As_oxo,bond,metal,metalloid,As,oxo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_As,bond:metal_metalloid_As_oxo
353,bond:metal_metalloid_As_oxy,bond,metal,metalloid,As,oxy,bond:metal,bond:metal_metalloid,bond:metal_metalloid_As,bond:metal_metalloid_As_oxy
354,bond:metal_metalloid_As_sulfide,bond,metal,metalloid,As,sulfide,bond:metal,bond:metal_metalloid,bond:metal_metalloid_As,bond:metal_metalloid_As_sulfide
355,bond:metal_metalloid_As_sulfide(II),bond,metal,metalloid,As,sulfide(II),bond:metal,bond:metal_metalloid,bond:metal_metalloid_As,bond:metal_metalloid_As_sulfide(II)
356,bond:metal_metalloid_B_generic,bond,metal,metalloid,B,generic,bond:metal,bond:metal_metalloid,bond:metal_metalloid_B,bond:metal_metalloid_B_generic
357,bond:metal_metalloid_B_halide,bond,metal,metalloid,B,halide,bond:metal,bond:metal_metalloid,bond:metal_metalloid_B,bond:metal_metalloid_B_halide
358,bond:metal_metalloid_B_organo,bond,metal,metalloid,B,organo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_B,bond:metal_metalloid_B_organo
359,bond:metal_metalloid_B_oxo,bond,metal,metalloid,B,oxo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_B,bond:metal_metalloid_B_oxo
360,bond:metal_metalloid_B_oxy,bond,metal,metalloid,B,oxy,bond:metal,bond:metal_metalloid,bond:metal_metalloid_B,bond:metal_metalloid_B_oxy
361,bond:metal_metalloid_oxo,bond,metal,metalloid,oxo,,bond:metal,bond:metal_metalloid,bond:metal_metalloid_oxo,bond:metal_metalloid_oxo
362,bond:metal_metalloid_oxy,bond,metal,metalloid,oxy,,bond:metal,bond:metal_metalloid,bond:metal_metalloid_oxy,bond:metal_metalloid_oxy
363,bond:metal_metalloid_Sb_generic,bond,metal,metalloid,Sb,generic,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Sb,bond:metal_metalloid_Sb_generic
364,bond:metal_metalloid_Sb_halide,bond,metal,metalloid,Sb,halide,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Sb,bond:metal_metalloid_Sb_halide
365,bond:metal_metalloid_Sb_organo,bond,metal,metalloid,Sb,organo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Sb,bond:metal_metalloid_Sb_organo
366,bond:metal_metalloid_Sb_oxo,bond,metal,metalloid,Sb,oxo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Sb,bond:metal_metalloid_Sb_oxo
367,bond:metal_metalloid_Sb_oxy,bond,metal,metalloid,Sb,oxy,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Sb,bond:metal_metalloid_Sb_oxy
368,bond:metal_metalloid_Sb_sulfide,bond,metal,metalloid,Sb,sulfide,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Sb,bond:metal_metalloid_Sb_sulfide
369,bond:metal_metalloid_Sb_sulfide(II),bond,metal,metalloid,Sb,sulfide(II),bond:metal,bond:metal_metalloid,bond:metal_metalloid_Sb,bond:metal_metalloid_Sb_sulfide(II)
370,bond:metal_metalloid_Si_generic,bond,metal,metalloid,Si,generic,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Si,bond:metal_metalloid_Si_generic
371,bond:metal_metalloid_Si_halide,bond,metal,metalloid,Si,halide,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Si,bond:metal_metalloid_Si_halide
372,bond:metal_metalloid_Si_organo,bond,metal,metalloid,Si,organo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Si,bond:metal_metalloid_Si_organo
373,bond:metal_metalloid_Si_oxo,bond,metal,metalloid,Si,oxo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Si,bond:metal_metalloid_Si_oxo
374,bond:metal_metalloid_Si_oxy,bond,metal,metalloid,Si,oxy,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Si,bond:metal_metalloid_Si_oxy
375,bond:metal_metalloid_Te_generic,bond,metal,metalloid,Te,generic,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Te,bond:metal_metalloid_Te_generic
376,bond:metal_metalloid_Te_halide,bond,metal,metalloid,Te,halide,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Te,bond:metal_metalloid_Te_halide
377,bond:metal_metalloid_Te_organo,bond,metal,metalloid,Te,organo,bond:metal,bond:metal_metalloid,bond:metal_metalloid_Te,bond:metal_metalloid_Te_organo
